time(UTC),T2m ,RH ,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080101:0000,23.43,74.8,0.0,-0.0,0.0,385.05,2.62,321.0,101335.0
20080101:0100,22.72,78.63,0.0,-0.0,0.0,381.54,2.41,331.0,101384.0
20080101:0200,22.02,82.47,0.0,-0.0,0.0,378.03,2.19,350.0,101434.0
20080101:0300,21.32,86.3,0.0,-0.0,0.0,374.53,1.98,6.0,101484.0
20080101:0400,20.61,90.14,0.0,-0.0,0.0,371.02,1.77,358.0,101464.0
20080101:0500,19.91,93.97,0.0,-0.0,0.0,367.52,1.56,341.0,101444.0
20080101:0600,19.2,97.81,0.0,-0.0,0.0,364.01,1.35,335.0,101394.0
20080101:0700,18.5,100.0,0.0,-0.0,0.0,360.5,1.14,2.0,101375.0
20080101:0800,19.55,96.35,0.0,-0.0,0.0,370.6,1.52,353.0,101355.0
20080101:0900,19.83,93.8,0.0,-0.0,0.0,377.2,1.93,331.0,101384.0
20080101:1000,19.8,92.65,0.0,-0.0,0.0,371.6,2.21,324.0,101375.0
20080101:1100,19.67,92.6,0.0,-0.0,0.0,364.6,2.28,326.0,101434.0
20080101:1200,20.0,92.45,115.0,413.38,48.0,356.8,2.21,332.0,101504.0
20080101:1300,22.3,87.75,329.0,691.87,76.0,359.8,2.0,344.0,101564.0
20080101:1400,24.13,80.5,525.0,809.87,91.0,366.4,2.21,16.0,101604.0
20080101:1500,25.25,72.55,369.0,86.22,312.0,365.4,2.34,46.0,101594.0
20080101:1600,26.3,64.75,349.0,42.3,318.0,377.0,2.41,57.0,101554.0
20080101:1700,26.83,61.8,427.0,88.46,361.0,391.25,2.48,60.0,101444.0
20080101:1800,27.28,58.85,532.0,287.12,331.0,392.25,2.55,64.0,101325.0
20080101:1900,27.74,56.85,276.0,41.82,251.0,404.05,2.69,66.0,101275.0
20080101:2000,27.37,59.7,419.0,750.4,84.0,418.25,1.93,74.0,101225.0
20080101:2100,26.79,66.35,211.0,581.77,62.0,420.85,1.31,78.0,101245.0
20080101:2200,25.98,70.0,0.0,0.0,0.0,418.65,1.38,67.0,101275.0
20080101:2300,24.87,73.55,0.0,-0.0,0.0,397.65,1.72,47.0,101285.0
20080102:0000,24.13,76.0,0.0,-0.0,0.0,395.05,2.07,35.0,101355.0
20080102:0100,23.31,79.6,0.0,-0.0,0.0,383.45,2.14,25.0,101444.0
20080102:0200,22.67,83.05,0.0,-0.0,0.0,384.0,2.07,13.0,101494.0
20080102:0300,22.02,86.35,0.0,-0.0,0.0,378.2,1.93,360.0,101484.0
20080102:0400,21.34,89.25,0.0,-0.0,0.0,367.2,1.93,350.0,101464.0
20080102:0500,20.93,90.65,0.0,-0.0,0.0,366.4,2.0,345.0,101434.0
20080102:0600,20.59,91.7,0.0,-0.0,0.0,362.6,2.14,342.0,101365.0
20080102:0700,20.54,92.15,0.0,-0.0,0.0,357.2,2.48,342.0,101315.0
20080102:0800,20.39,92.7,0.0,-0.0,0.0,357.8,2.55,339.0,101295.0
20080102:0900,20.25,93.05,0.0,-0.0,0.0,357.6,2.62,338.0,101315.0
20080102:1000,20.19,93.05,0.0,-0.0,0.0,364.0,2.55,336.0,101345.0
20080102:1100,20.22,92.75,0.0,-0.0,0.0,375.0,2.34,335.0,101335.0
20080102:1200,20.61,91.45,117.0,428.33,48.0,378.8,2.21,334.0,101424.0
20080102:1300,22.32,85.75,336.0,712.29,76.0,391.4,2.07,340.0,101474.0
20080102:1400,23.8,78.85,539.0,834.53,92.0,367.6,2.21,25.0,101544.0
20080102:1500,25.16,71.15,693.0,895.21,101.0,369.0,2.21,40.0,101524.0
20080102:1600,25.84,65.9,525.0,216.78,366.0,376.0,2.0,43.0,101444.0
20080102:1700,26.7,61.25,802.0,930.15,107.0,368.2,1.86,48.0,101335.0
20080102:1800,27.37,57.7,746.0,915.09,104.0,359.6,1.86,57.0,101215.0
20080102:1900,27.74,55.75,621.0,873.78,97.0,361.8,2.07,57.0,101116.0
20080102:2000,27.42,56.45,440.0,791.5,85.0,367.0,1.86,64.0,101106.0
20080102:2100,26.77,61.75,225.0,627.12,63.0,363.6,1.38,74.0,101145.0
20080102:2200,25.43,72.3,0.0,0.0,0.0,356.4,1.1,77.0,101175.0
20080102:2300,24.08,75.4,0.0,-0.0,0.0,350.0,0.9,48.0,101195.0
20080103:0000,21.78,84.7,0.0,-0.0,0.0,347.2,1.59,18.0,101255.0
20080103:0100,20.77,86.85,0.0,-0.0,0.0,345.65,2.07,10.0,101345.0
20080103:0200,20.31,87.9,0.0,-0.0,0.0,343.6,2.28,5.0,101375.0
20080103:0300,19.95,88.95,0.0,-0.0,0.0,340.0,2.28,359.0,101424.0
20080103:0400,19.59,90.0,0.0,-0.0,0.0,337.2,2.34,355.0,101444.0
20080103:0500,19.28,90.95,0.0,-0.0,0.0,334.2,2.41,352.0,101424.0
20080103:0600,19.04,91.6,0.0,-0.0,0.0,331.0,2.48,349.0,101404.0
20080103:0700,19.13,91.4,0.0,-0.0,0.0,329.2,2.83,351.0,101365.0
20080103:0800,18.98,91.65,0.0,-0.0,0.0,326.4,3.03,350.0,101365.0
20080103:0900,18.88,91.6,0.0,-0.0,0.0,325.4,3.17,352.0,101414.0
20080103:1000,18.82,91.55,0.0,-0.0,0.0,325.8,3.38,353.0,101375.0
20080103:1100,18.84,91.1,0.0,-0.0,0.0,327.4,3.45,353.0,101444.0
20080103:1200,19.29,88.55,118.0,437.03,48.0,328.4,3.45,352.0,101504.0
20080103:1300,21.4,80.35,337.0,716.17,76.0,332.0,3.38,354.0,101604.0
20080103:1400,23.44,72.65,538.0,834.8,91.0,337.8,4.28,358.0,101634.0
20080103:1500,24.87,66.1,487.0,259.99,315.0,348.0,4.69,5.0,101634.0
20080103:1600,25.97,61.1,674.0,562.51,261.0,352.2,4.55,11.0,101574.0
20080103:1700,26.77,57.55,792.0,916.64,106.0,354.6,4.48,16.0,101524.0
20080103:1800,27.28,54.75,735.0,898.79,103.0,362.8,4.55,19.0,101394.0
20080103:1900,27.37,52.45,610.0,854.37,96.0,378.2,5.93,16.0,101365.0
20080103:2000,26.85,55.45,430.0,769.99,83.0,391.0,5.38,18.0,101355.0
20080103:2100,25.92,61.55,144.0,153.51,104.0,376.6,4.62,21.0,101404.0
20080103:2200,24.55,67.8,0.0,0.0,0.0,377.8,4.21,18.0,101454.0
20080103:2300,23.4,74.25,0.0,-0.0,0.0,380.8,4.21,12.0,101474.0
20080104:0000,22.57,79.5,0.0,-0.0,0.0,384.2,4.41,6.0,101534.0
20080104:0100,22.0,82.65,0.0,-0.0,0.0,382.25,4.41,3.0,101653.0
20080104:0200,21.63,84.5,0.0,-0.0,0.0,381.2,4.55,2.0,101733.0
20080104:0300,21.57,85.15,0.0,-0.0,0.0,397.65,4.76,2.0,101753.0
20080104:0400,21.53,85.95,0.0,-0.0,0.0,405.45,4.83,6.0,101753.0
20080104:0500,21.42,87.2,0.0,-0.0,0.0,398.25,4.83,10.0,101723.0
20080104:0600,21.37,88.1,0.0,-0.0,0.0,401.05,4.62,10.0,101663.0
20080104:0700,21.6,86.5,0.0,-0.0,0.0,410.65,5.1,12.0,101624.0
20080104:0800,21.28,89.6,0.0,-0.0,0.0,407.05,4.76,8.0,101584.0
20080104:0900,21.17,90.6,0.0,-0.0,0.0,411.05,4.62,8.0,101584.0
20080104:1000,21.04,90.95,0.0,-0.0,0.0,408.65,4.62,7.0,101584.0
20080104:1100,20.81,92.3,0.0,-0.0,0.0,402.65,4.55,7.0,101673.0
20080104:1200,20.84,92.55,50.0,0.0,50.0,408.25,4.55,8.0,101713.0
20080104:1300,21.16,91.4,75.0,0.0,75.0,409.45,4.83,8.0,101833.0
20080104:1400,21.63,88.55,155.0,0.0,155.0,410.25,5.1,11.0,101883.0
20080104:1500,22.15,87.9,210.0,7.55,205.0,401.45,4.97,12.0,101912.0
20080104:1600,22.97,86.45,296.0,21.77,280.0,398.85,4.69,6.0,101863.0
20080104:1700,23.48,83.95,229.0,8.0,223.0,399.45,4.76,7.0,101793.0
20080104:1800,23.6,82.75,283.0,19.86,269.0,395.25,4.83,11.0,101693.0
20080104:1900,22.98,78.05,130.0,0.0,130.0,400.45,5.86,16.0,101614.0
20080104:2000,22.78,79.9,114.0,0.0,114.0,398.25,5.38,14.0,101604.0
20080104:2100,22.41,81.25,99.0,0.0,99.0,399.85,5.31,14.0,101604.0
20080104:2200,21.84,84.75,0.0,0.0,0.0,407.85,4.9,9.0,101653.0
20080104:2300,21.58,85.4,0.0,-0.0,0.0,411.45,4.83,10.0,101663.0
20080105:0000,21.34,86.2,0.0,-0.0,0.0,404.25,4.69,9.0,101713.0
20080105:0100,21.17,86.9,0.0,-0.0,0.0,405.85,4.55,7.0,101753.0
20080105:0200,21.04,87.55,0.0,-0.0,0.0,405.05,4.48,5.0,101773.0
20080105:0300,20.86,88.75,0.0,-0.0,0.0,404.85,4.41,5.0,101783.0
20080105:0400,20.71,89.95,0.0,-0.0,0.0,404.85,4.21,2.0,101763.0
20080105:0500,20.64,90.7,0.0,-0.0,0.0,404.25,4.07,1.0,101733.0
20080105:0600,20.41,92.0,0.0,-0.0,0.0,385.0,3.93,2.0,101663.0
20080105:0700,20.62,89.8,0.0,-0.0,0.0,402.05,4.07,359.0,101594.0
20080105:0800,20.54,90.65,0.0,-0.0,0.0,406.05,4.0,359.0,101564.0
20080105:0900,20.4,91.6,0.0,-0.0,0.0,401.65,3.79,359.0,101564.0
20080105:1000,20.27,92.4,0.0,-0.0,0.0,393.4,3.52,357.0,101544.0
20080105:1100,20.18,92.8,0.0,-0.0,0.0,387.0,3.52,357.0,101614.0
20080105:1200,20.28,92.95,12.0,0.0,12.0,382.6,3.31,358.0,101663.0
20080105:1300,21.24,88.6,128.0,8.25,125.0,387.2,4.34,2.0,101743.0
20080105:1400,22.41,85.6,523.0,810.68,89.0,392.25,4.14,13.0,101773.0
20080105:1500,23.12,84.25,440.0,175.12,324.0,397.85,3.86,24.0,101783.0
20080105:1600,24.82,74.6,568.0,289.42,355.0,395.25,3.66,36.0,101733.0
20080105:1700,25.15,73.15,778.0,898.78,103.0,402.45,3.79,43.0,101653.0
20080105:1800,24.84,75.35,598.0,421.75,300.0,395.05,3.86,42.0,101554.0
20080105:1900,24.56,75.75,121.0,0.0,121.0,393.4,4.21,14.0,101464.0
20080105:2000,24.28,75.6,427.0,758.07,82.0,383.4,4.34,8.0,101434.0
20080105:2100,23.9,77.0,68.0,0.0,68.0,381.4,3.79,4.0,101414.0
20080105:2200,23.1,81.05,0.0,0.0,0.0,383.6,3.66,4.0,101394.0
20080105:2300,22.21,85.65,0.0,-0.0,0.0,383.8,3.79,358.0,101454.0
20080106:0000,21.65,88.15,0.0,-0.0,0.0,379.2,3.72,356.0,101494.0
20080106:0100,21.53,88.55,0.0,-0.0,0.0,392.65,3.66,357.0,101574.0
20080106:0200,21.42,88.95,0.0,-0.0,0.0,397.25,3.59,358.0,101554.0
20080106:0300,21.24,89.9,0.0,-0.0,0.0,390.6,3.45,355.0,101574.0
20080106:0400,21.2,90.2,0.0,-0.0,0.0,401.05,3.45,354.0,101554.0
20080106:0500,21.17,90.25,0.0,-0.0,0.0,403.25,3.24,357.0,101504.0
20080106:0600,21.17,89.9,0.0,-0.0,0.0,406.65,2.97,356.0,101484.0
20080106:0700,21.29,88.85,0.0,-0.0,0.0,408.65,3.17,357.0,101434.0
20080106:0800,21.24,89.35,0.0,-0.0,0.0,408.65,2.97,355.0,101404.0
20080106:0900,21.09,90.1,0.0,-0.0,0.0,399.05,2.9,352.0,101424.0
20080106:1000,20.97,90.5,0.0,-0.0,0.0,397.05,2.9,350.0,101404.0
20080106:1100,21.01,90.25,0.0,-0.0,0.0,404.65,2.83,352.0,101474.0
20080106:1200,21.24,89.8,110.0,405.49,46.0,401.05,2.69,354.0,101554.0
20080106:1300,22.02,87.3,324.0,691.17,73.0,396.85,3.1,0.0,101634.0
20080106:1400,23.09,83.35,521.0,808.7,88.0,396.05,3.52,12.0,101673.0
20080106:1500,24.21,77.7,671.0,865.86,97.0,388.2,3.45,22.0,101643.0
20080106:1600,25.13,74.0,327.0,31.21,304.0,389.45,3.24,28.0,101584.0
20080106:1700,25.65,71.35,549.0,231.24,375.0,405.05,2.97,33.0,101484.0
20080106:1800,25.52,73.25,725.0,882.29,100.0,417.65,2.83,44.0,101404.0
20080106:1900,25.28,75.45,328.0,82.27,278.0,399.25,3.52,49.0,101365.0
20080106:2000,23.57,82.1,8.0,0.0,8.0,405.05,2.83,40.0,101335.0
20080106:2100,23.29,84.25,196.0,422.29,83.0,392.05,2.41,13.0,101315.0
20080106:2200,23.02,84.45,0.0,0.0,0.0,394.6,2.41,356.0,101355.0
20080106:2300,22.23,87.5,0.0,-0.0,0.0,379.8,2.83,358.0,101384.0
20080107:0000,21.67,89.75,0.0,-0.0,0.0,376.2,3.1,358.0,101434.0
20080107:0100,21.41,90.75,0.0,-0.0,0.0,381.25,3.03,356.0,101504.0
20080107:0200,21.31,91.2,0.0,-0.0,0.0,392.65,2.97,354.0,101524.0
20080107:0300,21.19,91.7,0.0,-0.0,0.0,393.25,2.9,352.0,101524.0
20080107:0400,21.07,92.1,0.0,-0.0,0.0,390.0,2.76,349.0,101484.0
20080107:0500,21.15,91.75,0.0,-0.0,0.0,402.05,2.83,348.0,101454.0
20080107:0600,20.98,92.4,0.0,-0.0,0.0,393.05,2.69,352.0,101414.0
20080107:0700,21.3,90.9,0.0,-0.0,0.0,405.05,2.9,351.0,101384.0
20080107:0800,21.24,90.6,0.0,-0.0,0.0,410.45,2.76,350.0,101365.0
20080107:0900,21.25,90.5,0.0,-0.0,0.0,412.65,2.69,353.0,101375.0
20080107:1000,21.15,91.9,0.0,-0.0,0.0,413.65,2.83,351.0,101355.0
20080107:1100,21.04,92.65,0.0,-0.0,0.0,410.85,2.9,357.0,101404.0
20080107:1200,21.03,93.7,108.0,394.41,46.0,408.45,2.76,5.0,101504.0
20080107:1300,21.69,92.4,321.0,677.9,75.0,403.65,3.31,11.0,101574.0
20080107:1400,22.52,89.4,518.0,799.12,90.0,395.0,3.38,19.0,101643.0
20080107:1500,24.03,83.9,669.0,857.52,100.0,388.8,3.24,20.0,101624.0
20080107:1600,24.92,78.55,288.0,18.97,274.0,389.25,3.03,26.0,101574.0
20080107:1700,25.55,75.0,776.0,888.64,106.0,394.85,2.76,25.0,101474.0
20080107:1800,25.95,70.45,450.0,139.38,351.0,408.85,2.97,36.0,101355.0
20080107:1900,24.63,73.75,415.0,209.86,287.0,396.25,3.93,48.0,101335.0
20080107:2000,24.03,80.25,127.0,0.0,127.0,399.85,3.17,20.0,101335.0
20080107:2100,23.75,81.15,4.0,0.0,4.0,393.25,3.31,9.0,101315.0
20080107:2200,23.15,82.95,0.0,0.0,0.0,385.2,3.03,357.0,101315.0
20080107:2300,22.22,86.05,0.0,-0.0,0.0,379.6,3.24,350.0,101345.0
20080108:0000,21.67,87.0,0.0,-0.0,0.0,378.2,3.52,348.0,101434.0
20080108:0100,21.38,86.85,0.0,-0.0,0.0,381.45,3.59,345.0,101464.0
20080108:0200,21.26,86.4,0.0,-0.0,0.0,379.6,3.45,344.0,101474.0
20080108:0300,21.03,86.75,0.0,-0.0,0.0,369.8,3.38,343.0,101534.0
20080108:0400,20.94,86.3,0.0,-0.0,0.0,377.4,3.31,343.0,101464.0
20080108:0500,20.9,85.65,0.0,-0.0,0.0,379.8,3.31,344.0,101454.0
20080108:0600,20.73,85.3,0.0,-0.0,0.0,374.4,3.31,345.0,101375.0
20080108:0700,20.9,83.4,0.0,-0.0,0.0,361.4,3.52,348.0,101335.0
20080108:0800,20.71,83.6,0.0,-0.0,0.0,365.8,3.45,347.0,101305.0
20080108:0900,20.57,84.1,0.0,-0.0,0.0,367.0,3.45,347.0,101315.0
20080108:1000,20.58,83.95,0.0,-0.0,0.0,376.4,3.38,346.0,101305.0
20080108:1100,20.3,85.15,0.0,-0.0,0.0,361.2,3.45,345.0,101315.0
20080108:1200,20.5,85.05,109.0,395.83,47.0,357.8,3.52,346.0,101384.0
20080108:1300,21.96,80.9,324.0,686.54,75.0,354.0,3.45,349.0,101424.0
20080108:1400,23.47,75.0,523.0,808.1,90.0,357.6,4.28,355.0,101444.0
20080108:1500,24.67,68.6,675.0,865.65,100.0,360.0,4.69,2.0,101424.0
20080108:1600,25.48,64.5,765.0,892.87,105.0,370.0,4.55,7.0,101365.0
20080108:1700,26.08,61.45,785.0,898.68,106.0,381.2,4.41,10.0,101295.0
20080108:1800,26.48,59.35,492.0,196.57,352.0,388.4,4.21,10.0,101175.0
20080108:1900,25.96,60.8,153.0,0.0,153.0,385.2,4.14,11.0,101106.0
20080108:2000,25.54,61.9,439.0,765.98,85.0,395.85,4.14,13.0,101056.0
20080108:2100,24.89,64.9,230.0,609.27,64.0,396.05,3.72,13.0,101066.0
20080108:2200,23.97,67.55,0.0,0.0,0.0,391.65,3.45,9.0,101076.0
20080108:2300,23.03,71.25,0.0,-0.0,0.0,377.6,3.31,6.0,101086.0
20080109:0000,22.24,75.15,0.0,-0.0,0.0,367.2,3.31,5.0,101165.0
20080109:0100,21.52,78.7,0.0,-0.0,0.0,358.45,3.38,2.0,101205.0
20080109:0200,21.04,81.1,0.0,-0.0,0.0,357.8,3.52,0.0,101235.0
20080109:0300,20.61,83.25,0.0,-0.0,0.0,357.0,3.59,359.0,101235.0
20080109:0400,20.36,84.35,0.0,-0.0,0.0,360.4,3.66,356.0,101215.0
20080109:0500,20.02,85.25,0.0,-0.0,0.0,351.4,3.59,354.0,101195.0
20080109:0600,19.88,84.9,0.0,-0.0,0.0,361.2,3.52,353.0,101135.0
20080109:0700,19.9,81.85,0.0,-0.0,0.0,354.2,3.72,349.0,101066.0
20080109:0800,19.73,82.1,0.0,-0.0,0.0,354.0,3.72,349.0,101026.0
20080109:0900,19.47,82.7,0.0,-0.0,0.0,346.8,3.79,350.0,101036.0
20080109:1000,19.35,83.0,0.0,-0.0,0.0,349.8,3.86,352.0,101036.0
20080109:1100,19.27,83.75,0.0,-0.0,0.0,352.4,3.79,353.0,101046.0
20080109:1200,19.53,84.1,110.0,403.49,47.0,352.8,3.72,353.0,101116.0
20080109:1300,21.06,79.95,326.0,692.27,75.0,351.4,3.52,354.0,101175.0
20080109:1400,22.64,74.15,524.0,809.48,90.0,359.2,4.0,357.0,101205.0
20080109:1500,24.05,68.3,236.0,12.03,228.0,368.0,4.28,5.0,101225.0
20080109:1600,25.03,64.4,519.0,198.53,372.0,385.4,4.28,11.0,101165.0
20080109:1700,25.69,64.15,512.0,170.36,383.0,383.2,3.86,14.0,101076.0
20080109:1800,25.91,65.35,514.0,229.62,350.0,384.0,3.93,18.0,100966.0
20080109:1900,25.58,63.2,278.0,37.43,255.0,382.2,4.21,21.0,100906.0
20080109:2000,24.9,67.3,270.0,135.6,207.0,385.2,4.14,21.0,100916.0
20080109:2100,23.94,71.65,141.0,105.48,112.0,396.05,3.79,19.0,100936.0
20080109:2200,23.0,75.35,0.0,0.0,0.0,387.4,4.0,9.0,100946.0
20080109:2300,22.16,79.6,0.0,-0.0,0.0,386.8,4.0,2.0,100996.0
20080110:0000,21.55,82.9,0.0,-0.0,0.0,380.8,4.14,359.0,101066.0
20080110:0100,21.09,85.3,0.0,-0.0,0.0,375.65,4.21,359.0,101106.0
20080110:0200,20.77,87.0,0.0,-0.0,0.0,373.2,4.07,357.0,101145.0
20080110:0300,20.48,88.1,0.0,-0.0,0.0,368.6,3.86,354.0,101135.0
20080110:0400,20.25,87.95,0.0,-0.0,0.0,365.8,3.66,351.0,101135.0
20080110:0500,20.2,86.85,0.0,-0.0,0.0,374.4,3.59,348.0,101125.0
20080110:0600,20.19,85.6,0.0,-0.0,0.0,376.4,3.52,346.0,101076.0
20080110:0700,20.0,82.7,0.0,-0.0,0.0,360.4,3.45,342.0,101026.0
20080110:0800,19.83,83.05,0.0,-0.0,0.0,359.0,3.38,342.0,100996.0
20080110:0900,19.72,83.2,0.0,-0.0,0.0,363.2,3.38,342.0,100976.0
20080110:1000,19.64,83.1,0.0,-0.0,0.0,362.8,3.38,343.0,100986.0
20080110:1100,19.52,83.35,0.0,-0.0,0.0,360.8,3.31,342.0,101016.0
20080110:1200,19.69,83.4,111.0,411.0,47.0,352.4,3.17,341.0,101086.0
20080110:1300,21.34,79.0,332.0,708.88,75.0,358.2,3.03,344.0,101165.0
20080110:1400,23.0,75.4,538.0,833.09,91.0,356.6,3.66,355.0,101205.0
20080110:1500,24.15,70.35,697.0,896.54,100.0,356.2,4.0,10.0,101255.0
20080110:1600,24.91,65.35,792.0,926.19,105.0,362.8,4.0,14.0,101155.0
20080110:1700,25.66,60.5,814.0,932.87,106.0,376.6,4.0,16.0,101076.0
20080110:1800,26.03,57.6,762.0,918.59,104.0,376.0,4.0,17.0,100936.0
20080110:1900,26.29,53.3,640.0,880.39,97.0,370.8,4.07,16.0,100876.0
20080110:2000,25.92,54.0,461.0,805.0,85.0,376.8,4.14,14.0,100847.0
20080110:2100,25.32,56.75,245.0,648.75,65.0,356.6,3.86,12.0,100856.0
20080110:2200,23.97,61.6,0.0,0.0,0.0,353.4,3.66,11.0,100886.0
20080110:2300,22.64,67.5,0.0,-0.0,0.0,349.6,3.59,8.0,100946.0
20080111:0000,21.72,73.25,0.0,-0.0,0.0,347.2,3.45,5.0,101016.0
20080111:0100,20.89,78.45,0.0,-0.0,0.0,339.05,3.31,359.0,101086.0
20080111:0200,20.37,81.45,0.0,-0.0,0.0,341.4,3.17,355.0,101116.0
20080111:0300,19.92,83.75,0.0,-0.0,0.0,341.0,3.1,352.0,101106.0
20080111:0400,19.62,84.9,0.0,-0.0,0.0,344.2,3.03,348.0,101086.0
20080111:0500,19.57,84.1,0.0,-0.0,0.0,355.6,2.97,344.0,101076.0
20080111:0600,19.28,83.85,0.0,-0.0,0.0,346.4,2.97,343.0,101026.0
20080111:0700,19.33,79.55,0.0,-0.0,0.0,346.8,2.83,339.0,100966.0
20080111:0800,19.05,79.75,0.0,-0.0,0.0,342.6,2.83,340.0,100926.0
20080111:0900,18.83,80.3,0.0,-0.0,0.0,343.4,2.9,345.0,100926.0
20080111:1000,18.76,80.6,0.0,-0.0,0.0,347.6,2.9,346.0,100946.0
20080111:1100,18.64,81.4,0.0,-0.0,0.0,347.8,2.76,342.0,100966.0
20080111:1200,18.9,81.8,110.0,411.91,46.0,347.4,2.62,341.0,101026.0
20080111:1300,20.97,77.05,328.0,700.52,74.0,352.8,2.48,348.0,101116.0
20080111:1400,22.76,73.8,530.0,819.31,90.0,356.4,2.9,358.0,101185.0
20080111:1500,24.3,69.3,684.0,877.27,99.0,367.2,2.83,14.0,101185.0
20080111:1600,25.28,65.05,776.0,904.26,104.0,374.2,2.28,29.0,101135.0
20080111:1700,25.79,62.3,797.0,909.62,105.0,380.0,1.86,46.0,101036.0
20080111:1800,26.31,59.55,745.0,894.96,102.0,386.2,1.72,62.0,100966.0
20080111:1900,26.41,57.45,289.0,41.99,263.0,382.2,1.86,70.0,100906.0
20080111:2000,26.11,59.5,451.0,781.5,84.0,390.4,1.79,72.0,100866.0
20080111:2100,25.52,64.25,240.0,628.56,64.0,377.2,1.66,68.0,100886.0
20080111:2200,24.55,70.0,0.0,0.0,0.0,380.4,1.59,56.0,100886.0
20080111:2300,23.42,75.15,0.0,-0.0,0.0,385.2,1.93,39.0,100946.0
20080112:0000,22.45,79.95,0.0,-0.0,0.0,371.0,2.07,21.0,100976.0
20080112:0100,21.65,84.4,0.0,-0.0,0.0,365.05,2.14,7.0,101066.0
20080112:0200,21.11,87.8,0.0,-0.0,0.0,368.8,2.07,356.0,101056.0
20080112:0300,20.53,90.9,0.0,-0.0,0.0,359.6,2.0,346.0,101106.0
20080112:0400,20.06,92.8,0.0,-0.0,0.0,355.0,2.07,339.0,101096.0
20080112:0500,19.91,92.85,0.0,-0.0,0.0,362.4,2.14,340.0,101086.0
20080112:0600,19.53,93.7,0.0,-0.0,0.0,351.0,2.21,340.0,101046.0
20080112:0700,19.61,93.3,0.0,-0.0,0.0,351.4,2.07,338.0,100986.0
20080112:0800,19.39,93.7,0.0,-0.0,0.0,356.4,2.07,337.0,100976.0
20080112:0900,19.14,94.45,0.0,-0.0,0.0,357.2,2.14,335.0,100986.0
20080112:1000,18.96,94.65,0.0,-0.0,0.0,353.2,2.14,335.0,101006.0
20080112:1100,18.82,94.75,0.0,-0.0,0.0,358.4,2.07,334.0,101056.0
20080112:1200,19.21,92.75,111.0,412.63,47.0,360.2,2.07,334.0,101125.0
20080112:1300,21.42,85.75,333.0,711.31,75.0,361.8,2.07,339.0,101265.0
20080112:1400,23.5,78.65,538.0,833.32,90.0,358.2,2.21,20.0,101275.0
20080112:1500,24.8,71.1,695.0,892.39,99.0,368.2,2.07,44.0,101305.0
20080112:1600,25.71,65.95,789.0,919.93,104.0,360.8,2.0,62.0,101195.0
20080112:1700,26.55,60.4,811.0,925.74,105.0,368.6,2.14,81.0,101116.0
20080112:1800,26.92,57.65,758.0,908.87,103.0,369.0,2.21,91.0,101016.0
20080112:1900,26.91,57.95,637.0,870.33,96.0,384.4,2.14,90.0,100966.0
20080112:2000,26.43,60.25,460.0,794.19,85.0,390.4,1.86,91.0,100916.0
20080112:2100,26.09,62.65,246.0,644.07,64.0,382.8,1.66,88.0,100956.0
20080112:2200,25.09,72.4,0.0,0.0,0.0,369.0,0.97,81.0,100956.0
20080112:2300,23.46,78.7,0.0,-0.0,0.0,369.8,1.24,28.0,101016.0
20080113:0000,22.13,81.1,0.0,-0.0,0.0,358.4,1.93,6.0,101046.0
20080113:0100,21.36,84.45,0.0,-0.0,0.0,360.45,2.07,6.0,101135.0
20080113:0200,20.86,87.7,0.0,-0.0,0.0,358.2,2.14,7.0,101185.0
20080113:0300,20.55,90.25,0.0,-0.0,0.0,363.4,2.0,6.0,101215.0
20080113:0400,20.08,92.9,0.0,-0.0,0.0,351.8,2.0,359.0,101205.0
20080113:0500,19.87,94.1,0.0,-0.0,0.0,357.8,2.0,352.0,101155.0
20080113:0600,19.6,94.75,0.0,-0.0,0.0,350.6,2.07,344.0,101125.0
20080113:0700,19.83,94.4,0.0,-0.0,0.0,355.2,2.28,347.0,101086.0
20080113:0800,19.68,94.55,0.0,-0.0,0.0,354.6,2.41,343.0,101076.0
20080113:0900,19.46,94.95,0.0,-0.0,0.0,348.0,2.55,342.0,101076.0
20080113:1000,19.7,94.05,0.0,-0.0,0.0,376.6,2.62,342.0,101096.0
20080113:1100,19.46,94.25,0.0,-0.0,0.0,359.4,2.69,338.0,101145.0
20080113:1200,19.67,92.15,111.0,413.15,47.0,357.4,2.69,338.0,101215.0
20080113:1300,21.69,85.0,333.0,710.91,75.0,366.4,2.83,345.0,101305.0
20080113:1400,23.57,77.95,538.0,832.31,90.0,360.0,3.86,13.0,101355.0
20080113:1500,25.01,69.15,696.0,892.4,99.0,368.6,3.79,30.0,101325.0
20080113:1600,26.05,63.1,791.0,920.7,104.0,378.4,3.52,38.0,101285.0
20080113:1700,26.8,58.5,813.0,926.0,105.0,393.05,3.17,44.0,101175.0
20080113:1800,27.34,55.1,761.0,910.17,103.0,383.2,2.9,50.0,101076.0
20080113:1900,27.32,54.45,640.0,871.66,96.0,379.2,2.55,52.0,101036.0
20080113:2000,27.13,54.4,463.0,796.15,85.0,392.25,2.48,51.0,100996.0
20080113:2100,26.52,57.65,249.0,648.71,64.0,384.6,2.28,48.0,101026.0
20080113:2200,25.36,63.0,0.0,0.0,0.0,387.0,2.07,35.0,101086.0
20080113:2300,23.76,69.9,0.0,-0.0,0.0,367.8,2.41,19.0,101135.0
20080114:0000,22.58,75.25,0.0,-0.0,0.0,355.4,2.9,15.0,101175.0
